JobRefNo,DigerPozisyon,Qualifications,Classification
3401746,Gayrimenkul Danışmanı,"<p color="""">Gayrimenkul sektöründe fark yaratacak danışmanları arıyoruz.</p><p color=""""><br></p><p color="""">Girişimci ruhunuz varsa, kazançlı ve güvenilir bir iş kurarak, ''kendi işinizin'' patronu olmak istiyorsanız...</p><p color=""""><br></p><p color=""""><strong>Kristal Türkiye Trio Gayrimenkul</strong> tam da size göre.</p><p color=""""><br></p><ul color=""""><li>Kendi işini kurumsal bir marka adı altında kurup geliştirmek isteyen, vizyon sahibi,</li></ul><p color=""""><br></p><ul color=""""><li>Kendi performansıyla orantılı gelir paylaşım sistemiyle bir gelir hedefleyen,</li></ul><p color=""""><br></p><ul color=""""><li>Emlak Danışmanı Seviye 4 ya da 5 mesleki yeterlilik belgesine sahip veya kısa sürede alabilecek,</li></ul><p color=""""><br></p><ul color=""""><li>Pazarlama ve iş takibi konusunda deneyimli,</li></ul><p color=""""><br></p><ul color=""""><li>Diksiyonu düzgün, güler yüzlü ve ikna kabiliyetine sahip,</li></ul><p color=""""><br></p><ul color=""""><li>İletişim becerisi yüksek, inisiyatif sahibi ve çözüm odaklı,</li></ul><p color=""""><br></p><ul color=""""><li>Tercihen gayrimenkul ve benzeri sektörlerde satış ve pazarlama deneyimi olan,</li></ul><p color=""""><br></p><ul color=""""><li>Ekip çalışmasına yatkın ve sorumluluk bilinci ile çalışacak '' Gayrimenkul Danışmanları'' aramaktayız.</li></ul><p color=""""><br></p><ul color=""""><li>Bursa'nın en iyi lokasyonunda ve en prestijli ofisinde yer almak isterseniz ve sizlere sağlayacağımız faydaları öğrenmek isterseniz bizimle iletişime geçiniz.</li></ul>",İnşaat
3401710,Hat Operatörü,"<p class=""x_x_x_MsoNormal"">&nbsp; &nbsp; &nbsp;Bünyesinde çeşitli sektörlerden şirketleri barındıran ve Türkiye'nin ilk 500 ihracatçı firmalarından Aslankaya Grup'un ; Türkiye'nin en büyük sabun ve gliserin üretim tesislerinden biri olan ASLANKAYA KİMYA işletmemiz için<u><strong>paketleme bölümünde hat&nbsp;Operatörleri aranmaktadır.</strong></u></p><p class=""x_x_x_MsoNormal""><span>&nbsp;</span></p><p class=""x_x_x_MsoListParagraphCxSpFirst""><span>·<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></span><span>Daha önce paketleme bölümlerinde çalışmış,</span></p><p class=""x_x_x_MsoListParagraphCxSpMiddle""><span>·<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></span><span>Kimya ve mekanik alanlarında bilgi ve tecrübe sahibi</span></p><p class=""x_x_x_MsoListParagraphCxSpMiddle""><span>·<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></span><span>Üretim alanı içerisinde proses kontrollerini yapacak ve kayıtlarını tutacak</span></p><p class=""x_x_x_MsoListParagraphCxSpMiddle""><span>·<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></span><span>Tercihen benzer bir pozisyonda en az 3 yıl tecrübeli</span></p><p class=""x_x_x_MsoListParagraphCxSpLast""><span>·<span>&nbsp; &nbsp; &nbsp; &nbsp; Erkek adaylar için&nbsp; a</span></span><span>skerliğini yapmış personeller alınacaktır.</span></p><p class=""x_x_x_MsoNormal""><strong>&nbsp;</strong></p><p class=""x_x_x_MsoNormal""><strong><em><u><span>İş Tanımı</span></u></em></strong></p><p class=""x_x_x_MsoListParagraphCxSpFirst""><span>·<span>&nbsp; &nbsp; &nbsp; &nbsp; Üretim programına göre üretim hatlarında sabunun preslenmesi, ambalaj makinalarında sarılması ve kolilenmesi&nbsp;işlerini yürütmek</span></span></p>",İnşaat
3401700,Şantiye Şefi,"<p class=""x_x_x_MsoListParagraphCxSpFirst"">Faaliyetine 2006 yılında beyaz eşya sektöründe bulaşık makinesi sepeti telleri üreterek başlayan MEFA, son 15 yılda hayata geçirdiği çevreye duyarlı, entegrasyon ve otomasyon düzeyi yüksek yatırımlarla bugün sektörün lider yardımcı sanayi markalarından biri haline gelmiştir.</p><p class=""x_x_x_x_x_x_x_x_x_MsoNormal""><br></p><p class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Türkiye'de toplam 65.000 m2 kapalı alana sahip 5 ayrı üretim tesisine ve 2.000’i aşkın çalışana sahip olan MEFA, beyaz eşya sektöründe bulaşık makinesi sepeti, fırın ızgarası gibi tel bazlı ürünlerin Avrupa'daki en büyük üreticilerinden biridir. MEFA, tel ürünlerinin yanı sıra yüksek hacimlerde EPS ambalaj ve yalıtım ürünleri, Kauçuk Enjeksiyon parçaları üretimi ve pişirici cihaz montajı da yapmaktadır.</p><p class=""x_x_x_x_x_x_x_x_x_MsoNormal""><br></p><p class=""x_x_x_x_x_x_x_x_x_MsoNormal"">MEFA yıllar içinde oluşturduğu yüksek seviyede mühendislik birikimi ve deneyimi sayesinde ilgili alanlarda kendi bünyesinde Ar-Ge faaliyetleri gerçekleştirmektedir. Son yıllarda tecrübe ve birikimini otomotiv ve havacılık sektörlerine hizmet etmek için de kullanmaya başlayan MEFA, çevreye duyarlı, insana saygılı, müşteri odaklı, esnek, yaratıcı ve yenilikçi değerleri kendisine referans edinmiştir.</p><p class=""x_x_x_x_x_x_x_x_x_MsoNormal""><br></p><p class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Şirketimizin&nbsp;&nbsp;Manisa ilinde inşaatı devam eden fabrikamızda görevlendirilmek üzere; sorumluluk sahibi, etik değerlere bağlı Şantiye Şefi takım arkadaşı aramaktayız.&nbsp;</p><p class=""x_x_x_MsoListParagraphCxSpFirst"">&nbsp; &nbsp; &nbsp; &nbsp;Üniversitelerin İnşaat Mühendisliği bölümünden mezun olmak</p><p class=""x_MsoNormal"">Min. 20000m2 Prefabrik Yapı, Endüstriyel Tesis yapımlarında benzer görevlerde min. 5 yıl çalışmış olmak,</p><p class=""x_MsoNormal"">Yöneticilik vasfı gelişmiş, Taşeron yönetim becerisine sahip,sorumluluk almaktan kaçınmayan</p><p class=""x_xxxxxmsonormal"">Analitik düşünebilen, dinamik, sonuç odaklı, koordinasyon ve takip yeteneği güçlü,</p><p class=""x_MsoNormal"">Görev alacağı şantiyenin bulunduğu şehirde (Manisa İli) ikamet engeli olmayan</p><p class=""x_MsoNormal"">MS. Office ve Autocad vb. çizim programlarını aktif olarak kullanmak,</p><p class=""x_MsoNormal"">Üst amirine raporlama yapabilecek, Taşeron Hakedişlerinin düzenlemesi ve/veya kontrol etme konularında bilgili olmak,</p><p class=""x_MsoNormal"">İkili ilişkilerde, takım çalışmalarında uyumlu olmak, sorunları çözebilme, gerekli koordinasyonları kurabilme kabiliyetinde olmak.</p><p class=""x_MsoNormal"">Sürücü ehliyetine sahip olmak,</p><p class=""x_MsoNormal"">Erkek adaylar için askerlik hizmetini tamamlamış olmak,</p><p class=""x_x_x_MsoListParagraphCxSpMiddle"">&nbsp;</p><p class=""x_x_x_MsoListParagraphCxSpLast"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <strong>Görev&nbsp;Tanımı</strong></p><ul type=""disc""><li class=""x_x_x_MsoNormal"">Şantiyenin sevk ve idaresi, kaba işler, ince işler, elektrik, mekanik ve altyapı vs. gibi imalatların koordinasyonunun sağlanması</li><li class=""x_x_x_MsoNormal"">İmalatların kalite standartlarında projeye uygun şekilde yapılmasının sağlanması</li><li class=""x_x_x_MsoNormal"">Uygulama Projelerin dikkate alınarak yatırım aşamalarının planlanması</li><li class=""x_x_x_MsoNormal"">İş güvenliği ve Çevre Kurallarına hakim olmak ve kurallara uyulması konusunda gerekli yönlendirmeleri yapmak</li><li class=""x_x_x_MsoNormal"">Şantiyede taşeron firmaların günlük çalışan personel sayısının tespiti için günlük Puantaj kayıtlarının tutulması.</li><li class=""x_x_x_MsoNormal"">Projelerde yer almayan detaylarda veya proje revizyon gerekli hallerinde üst kademeleri uyarmak, gerekli hallerde yeni imalat resimlerini oluşturmak, üst kademe onayına müteakip uygulatmak.</li><li class=""x_x_x_MsoNormal"">Taşeron hakediş kontrollerinin zamanında yapılmasını sağlamak ve onay için Üst yönetime sunmak</li><li class=""x_x_x_MsoNormal"">OSB yönetimi ile proje alanında bulunan elektrik, mekanik vb. hatların tespitinin yapılması ve uygulama projesine işlenmesinin sağlanması</li><li class=""x_x_x_MsoNormal"">Yapı denetim Firması ve diğer Resmi kurum yetkilileri ile uyumlu ilişkiler içinde olmak ve gereken koordinasyonların kurulması, onların hazırlayacağı raporların ve evrakların temininin sağlanması,&nbsp;</li><li>Ruhsat, Vize vb. Resmi izin ve onayların alınmasında, gerekli yazışmaların ve takiplerin yapılmasına destek sağlamak</li></ul>",İnşaat
3401690,Civil Engineer,"<p class=""x_MsoNormal"">GENERAL QUALIFICATIONS</p><p class=""x_MsoNormal"">We are looking for a Construction Services Lead for SGS Industry &amp; Construction Services in accordance with the following job description.</p><ul type=""disc""><li class=""x_MsoListParagraphCxSpFirst"">A Bachelor's degree in Civil Engineering with more than 10 years of experience,</li><li class=""x_MsoListParagraphCxSpMiddle"">Experiences in buildings &amp; structures design, construction, control/audit and field/laboratory tests would be advantageous,</li><li class=""x_MsoListParagraphCxSpMiddle"">Proficient in MS Office, AutoCAD, SAP 2000, Tekla Steel, BIM programs,</li><li class=""x_MsoListParagraphCxSpMiddle"">Completed military service for male candidates,</li><li class=""x_MsoListParagraphCxSpMiddle"">Proficiency in English, </li><li class=""x_MsoListParagraphCxSpMiddle"">Actively able to drive and suitable for domestic travel,</li><li class=""x_MsoListParagraphCxSpLast"">Residing or able to reside in Istanbul.</li></ul><p class=""x_MsoNormal"">JOB DESCRIPTION</p><ul type=""disc""><li class=""x_MsoListParagraphCxSpFirst"">To organize and manage all technical and administrative activities for construction related services, to ensure that the transactions are carried out, to monitor and control the realizations, to ensure that the necessary reports are made, </li><li class=""x_MsoListParagraphCxSpMiddle"">To determine the works to be given to sub-contractors and suppliers, to ensure that the necessary orders are placed and to follow up,</li><li class=""x_MsoListParagraphCxSpMiddle"">To take the necessary measures in a timely manner by following the compliance of the realizations with the planning,</li><li class=""x_MsoListParagraphCxSpMiddle"">To ensure that the obligations committed to the Customer in the projects are fulfilled in line with the Customer's requests and expectations,</li><li class=""x_MsoListParagraphCxSpLast"">Ensuring compliance with health, safety and environmental principles.</li></ul><ul type=""disc""></ul>",İnşaat
3401662,Loder Operatörü,"<p>Gi Group işgücü piyasasının gelişimi için hizmet veren, dünyanın önde gelen şirketlerinden biridir. Hizmet verdiği lokasyonlarda, dönemsel ve sürekli iş ilişkileri, seçme ve yerleştirme, İK danışmanlığı ve eğitim ve birçok ilgili tamamlayıcı alanlarda faaliyet göstermektedir. Gi Group ofisleri ve stratejik iş ortakları dahilinde Avrupa, Afrika, Asya ve Amerika genelinde 58’den fazla ülkede faaliyet göstermektedir.</p><p>Danışmanlığını yapmakta olduğumuz; Akıllı yalıtım ve yapıştırma sektöründe önde gelen firmamız için Fabrikada görev alacak,belirtilen niteliklere sahip&nbsp; Forklift ve Loader &nbsp;Operatörü&nbsp; işe alımı yapılacaktır.&nbsp;&nbsp;</p><p><br></p><p>Görev Tanımı&nbsp;</p><p>Sevk edilecek ürünlerin araçlara doğru, temiz ve eksiksiz yüklenmesi ve mamül depoya teslim edilen ürünlerin ambalajı yapıldıktan sonra depoya uygun şekilde yerleştirilmesi.<br></p><p>Aranan Nitelikler</p><p>Çorlu'da ikamet eden,</p><p>Ekip çalışmasına yatkın,</p><p class=""x_x_x_MsoHeader"">İSG ve Çevre konularına uyumlu,</p><p class=""x_x_x_MsoHeader"">Loder ve forklift ehliyetine sahip,</p><p class=""x_x_x_MsoHeader"">Sektöründe minimum 2 yıllık deneyimli,</p><p class=""x_x_x_MsoHeader""><br></p><p class=""x_x_x_MsoHeader""><br></p><p class=""x_x_x_MsoHeader"">*Çorlu geneline servis imkanı bulunmaktadır.</p><p class=""x_x_x_MsoHeader"">*Çalışma saatleri 08:00-18:00 düzenindedir.(Tek vardiya çalışma sistemi sadece gündüz)</p><p class=""x_x_x_MsoHeader""><br></p><p class=""x_x_x_MsoHeader""><br></p><p class=""x_x_x_MsoHeader"">GI GROUP AND WYSER TURKEY SEÇME VE YERLEŞTİRME A.Ş. Türkiye İş Kurumu'nun 29.12.2020 tarihli 7511096 No'lu lisans sahibi özel istihdam bürosudur.<br></p>",İnşaat
3401654,Harita Şefi,"<p class=""x_x_x_x_x_MsoNormal"">Şirketimizin Malatya'daki&nbsp;Üstyapı Projesinde görevlendirilmek üzere aşağıda belirtilen niteliklerde 'Harita Şefi'&nbsp;aramaktayız.</p><ul><li>Üniversitelerin Harita Mühendisliği&nbsp;bölümünden&nbsp;mezun,</li><li>İnşaat sektöründe üst&nbsp;yapı ve altyapı projelerinde&nbsp;minumum 10 yıl deneyimli,</li><li>Saha aplikasyonu ve uygulamalarını yapabilen ve kontrol edebilen,</li><li>Şantiyelerde saha ekiplerinin denetimini yapabilecek,</li><li>Metraj, hakediş ve kesin hesap konularında deneyimli,</li><li>Temsil ve iletişim becerileri gelişmiş.</li></ul>",İnşaat
3401637,Mimar,"<p>Proje bazlı ofis mobilyası ve iç mekan tasarımları yapan şirketimiz de Mimar olarak çalışacak ekip arkadaşları arıyoruz.&nbsp;</p><p>*Üniversitelerin mimarlık bölümünden mezun</p><p>*Mimari uygulama projeleri, detay projeler ve malzeme bilgisine sahip.</p><p>*Sketch-up, Photoshop, Autocad ve 3Dmax programlarını kullanabilen,</p><p>*En az 5 yıl deneyimli,</p><p>*İnsan ilişkileri ve iletişim yönü kuvvetli,</p><p>*Esnek çalışma saatlerine uyum gösterebilecek,</p><p>*Mimar pozisyonunda çalışacak ekip arkadaşları arıyoruz.</p><p>Alınan işin içeriğine uygun şekilde projelerin hazırlanması, Proje sunumu, satış sonrası hizmetlerin takibi, atölye iş planın yürütülmesi.</p>",İnşaat
3401598,Mimar ( Endüstri Ürünleri Tasarımı ) ,"<p class=""x_x_x_x_x_x_x_MsoNormal""><span>İstanbul-Çekmeköy Anadolu Yakasında bulunan Tasarım Reklam ve Dekorasyon Alanında hizmet veren iş yerimize;</span></p><p class=""x_x_x_x_x_x_x_MsoNormal""><strong>GENEL NİTELİKLER</strong><span></span></p><ul type=""disc""><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Üniversitelerin Mimarlık - İç Mimarlık&nbsp; bölümlerinden mezun,</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Mağaza, Ofis, İç mekan, Mobilya, Ürün teşhir standı, Kiosk, tasarım ve imalat konularında&nbsp; Tecrübeli,</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Autocad, 3dsmax, SolidWorks Photoshop, V-Ray, Corel ve MS Office programlarına hızlı kullanabilen ve programlara hakim,</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Yenilikleri, Konusunda tasarım ve trendleri takip edip özgün tasarımlar oluşturabilecek,</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>İletişim ve yönetsel becerisi yüksek,</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Verilen tasarım veya projeyi hızlı bir şekilde yapabilecek,</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Sorun çözme becerisi olan,</span> </li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Seyahat engeli olmayan,</span> </li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Aktif araç kullanabilen,</span> </li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>&nbsp;Esnek çalışma saatlerine uyumlu,</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>&nbsp;Gerektiğinde yoğun tempoda çalışabilen,</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>&nbsp;İleri seviyede yabancı dil bilgisine sahip ( tercihen İngilizce)</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>&nbsp;En az 5-10 Yıl Tecrübeli,</span> </li></ul><p class=""x_x_x_x_x_x_x_MsoNormal""><span>İŞİN TANIMI</span></p><ul type=""disc""><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Mağaza projelerinde deneyimli, Rölöve Projeleri ve tüm Uygulama projelerin çizilmesi, Mağaza veya mekan içinde çizilmiş olan mobilya veya detayların imalat detay çizimlerini iyi derece çizebilen deneyimli arkadaşlar,</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Bu yapılmış mimari projelerin 3B olarak 3d Max programına aktarılması ve çizilmesi V-Ray render alınması.</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Ofis, Cafe, Restaurant, Villa, Ev, Showroom, kiosk ve ürün teşhir standı gibi tasarım ve çizimlerinde tecrübeli olmalıdır.</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Yapılan tüm mimari veya tasarım işlerin sunum paftaların hazırlanması.</span></li><li class=""x_x_x_x_x_x_x_MsoNormal""><span>Yapılan işlerin takipleri.</span></li></ul><ul type=""disc""></ul>",İnşaat
3401563,Sanat Yapıları Formeni,"<p>Rönesans Holding, şirketlere stratejilerini ve operasyonlarını evrensel insan hakları, çalışma, çevre&nbsp;<span>ve yolsuzlukla mücadele ilkelerine uygun hale getirmeye ve toplumsal hedefleri ilerletecek önlemler&nbsp;</span><span>almaya çağıran BM Küresel İlkeler Sözleşmesi'nin imzacıları arasında yer almaktadır ve Birleşmiş&nbsp;</span><span>Milletler Küresel İlkeler Sözleşmesi çerçevesinde evrensel kabul görmüş beyanlara dayalı ilkeleri&nbsp;</span><span>benimser.</span></p><p>Rönesans Holding, ana ilkeleri olan dürüstlük, rekabetçilik ve yenilikçilikten ödün vermeden şeffaf ve&nbsp;<span>etik değerleri gözeterek insan kaynakları uygulamalarında eşitliği sağlamayı amaçlayan bir işverendir.</span></p><p>Tüm başvurular cinsiyet, dil, din, ırk ve etnik kökene bakmaksızın fırsat eşitliğine göre değerlendirilir&nbsp;<span>ve ayırımcılık yapılmaz.</span></p><p><span><strong><span><span>Şirketimizin Osmaniye'de bulunan Demiryolu Şantiyesinde Görevlendirilmek Üzere;</span></span><br></strong></span></p><p><span><span><u><strong>Genel Nitelikler:</strong></u></span></span></p><ul type=""disc""><li class=""x_x_x_MsoNormal""><span>Karayolu, demiryolu ve benzer işlerde, altgeçit, üstgeçit, köprü ve menfez gibi Büyük Sanat yapıları yapım işlerinde en az 15 yıl&nbsp;<strong></strong>tecrübeli,</span></li><li class=""x_x_x_MsoNormal""><span>Saha imalatlarının mobilizasyon ve iş sonu teslimatları dahil olmak üzere tüm yapım süreçlerinde bulunacak,</span></li><li class=""x_x_x_MsoNormal""><span>Malzeme, iş makinası ve ekipman bilgisine sahip,&nbsp;</span></li><li class=""x_x_x_MsoNormal""><span>İSG süreçlerine ve kalite kontrol kurallarına hâkim,</span></li><li class=""x_x_x_MsoNormal""><span>İletişim becerisi yüksek</span> </li></ul><p></p><p class=""x_x_x_MsoNormal""><strong>""Sanat Yapıları Formeni""</strong><span>&nbsp;arayışımız bulunmaktadır.</span></p><p><br></p>",İnşaat
3401546,Gayrimenkul Danışmanı,"<p>GENEL NİTELİKLER VE İŞ TANIMI</p><p>Emlak sektöründe uluslararası tanınırlığa sahip RE/MAX'ın Kocaeli'ndeki en büyük franchise'ı olan RE/MAX DREAM BAĞÇEŞME ailemize yeni Gayrimenkul Danışmanları arıyoruz.<br><br></p><p><font color=""#000080"">GENEL NİTELİKLER;</font></p><ul><li>Kendi işini kurumsal ve dünyaca tanınan bir marka adı altında kurup geliştirmek isteyen,</li><li>Vizyon sahibi, gelişime açık,</li><li>Diksiyonu düzgün, güler yüzlü ve ikna kabiliyetine sahip,</li><li>İletişim becerisi yüksek, inisiyatif sahibi ve çözüm odaklı,</li><li>Ms Office programlarına hakim,</li><li>Tercihen satış ve pazarlama deneyimi olan,</li><li>Ekip çalışmasına yatkın ve sorumluluk bilinci yüksek</li><li>Minimum 25 yaş ve üzeri&nbsp;Emekli, çalışan veya emlak sektörüne ilgi duyan&nbsp;<br><br></li></ul><p><br></p><p>Gayrimenkul Danışmanları aramaktayız.</p><p><font color=""#000080""><br>İŞ TANIMI;<br></font></p><ul><li>Kendi müşteri portföyünü oluşturmak ve yönetmek,</li><li>Portföylerini satmak ve kiralamak için etkin bir pazarlama planı yapmak,</li><li>Satıcı ve Alıcı veri tabanı oluşturmak,</li><li>Müşteri memnuniyeti odaklı çalışmak</li><li>Kendi satış-kiralama hedefini gerçekleştirmek.</li></ul><p><br></p><p>İMKANLAR;<br><br></p><ul><li>Re/Max Dream'in tüm ofis imkanlarından faydalanabilirsiniz,</li><li>Haftalık yaptığımız ücretsiz kapsamlı eğitimlere katılabilirsiniz,</li><li>Sektöre hakim mevcut danışmanlarımızla fikir alışverişi yaparak kendinizi geliştirebilirsiniz,</li><li>Kocaeli'nde en çok reklam veren Re/Max ofisinde çalışarak geniş kitlelere ulaşabilirsiniz,</li><li>Sosyal tesisimizi aktif ve ücretsiz kullanabilirsiniz,</li><li>Ofisimizin avukat ve eksper hizmetinden yararlanarak sektörde etkin şekilde yer alabilirsiniz.</li></ul><p><u><br></u></p><p><u>*Gayrimenkul Danışmanları sabit maaş ile değil, komisyon usulü ile çalışmaktadır.*</u></p><p><br></p>",İnşaat
3401541,Harita Teknikeri,"<p>Şirketimizin Malatya 'daki Üstyapı&nbsp; Projesinde görevlendirilmek üzere aşağıda belirtilen niteliklerde 'Harita&nbsp;Teknikeri'&nbsp;aramaktayız.</p><p>• Üniversitelerin Harita Teknikerliği bölümünden mezun,<br>•&nbsp; 0-3 yıl deneyim sahibi,<br>• Autocad programına hakim,<br>• Saha ekibi ile Proje Yöneticileri arasında doğru iletişimi kurabilen,<br>• Çözüm odaklı ve analitik düşünebilen,<br>• Takım çalışmasına yatkın.</p>",İnşaat
3401500,İç Mimar,"<p>müşteri ilişkileri,şantiye kontrolü,mağaza içi tasarım. mağaza içi müşteri ilişkileri ve satış, dekoratif mimari düzen</p>",İnşaat
3401463,Gayrimenkul Satış Danışmanı,"<ol><li>Gayrimenkul işinde tecrübeli</li><li>İletişimi, İnsan ilişkileri, Diksiyon ve Hitabeti kuvvetli</li><li>Kendine güvenen</li><li>Enerjisi yüksek</li><li>Gelişime açık</li><li>Dış görünümüne önem veren</li><li>Ekip çalışmasına uygun</li><li>Saha ve ofiste aktif çalışabilecek</li><li>2500 TL yol ve yemek ayrıca oluşturulan Gayrimenkul Portföylerinden %40 prim çalışma sistemi ile kendine yüksek kazanç sağlamayı hedefleyen</li><li>Satılık ve Kiralık portföyler oluşturacak çalışma arkadaşları arıyoruz.</li></ol><p><br></p>",İnşaat
3401444,Gayrimenkul Satış Danışmanı,"<p></p><ol><li>Gayrimenkul işinde tecrübeli</li><li>İletişimi, İnsan ilişkileri, Diksiyon ve Hitabeti kuvvetli</li><li>Kendine güvenen</li><li>Enerjisi yüksek</li><li>Gelişime açık</li><li>Dış görünümüne önem veren</li><li>Ekip çalışmasına uygun</li><li>Saha ve ofiste aktif çalışabilecek</li><li>prim çalışma sistemi ile kendine yüksek kazanç sağlamayı hedefleyen</li><li>Satılık ve Kiralık portföyler oluşturacak çalışma arkadaşları arıyoruz.</li></ol><p></p>",İnşaat
3401401,Emlak Elemanı,"<p>İzmir bayındır ilçesinin köylerini dolaşıp köy kahvelerinde oturup köylüyle sohbet edebilicek arazi satışlarıyla ilgili bilgi alabilicek arazisini satmayı düşünen kişileri araştırıp bulup iletişime geçebilicek girişken,çabuk iletişim kurabilen,konuşma diksiyonu düzgün,askerliğini yapmış tecrübeli veya tecrübesiz,bay emlak araştırma personeli alınıcaktır. MAAŞ:8.500TL+yol+prim</p>",İnşaat
3401394,Gayrimenkul Danışmanı,"<h1 class=""x_x_x_x_x_s-sub-title x_x_x_x_x_s-pr25 x_x_x_x_x_s-bl0"">RE/MAX Abc - Gayrimenkul Danışmanı</h1><h2 class=""x_x_x_x_x_s-sub-title"">İş Açıklaması</h2><p class=""x_x_x_x_x_s-job-description""></p><p>“Başarmanın başlangıcıdır düş gücü... Dilediğinizi düşler, düşlediğinizi amaçlar, amaçladığınızı başarırsınız sonunda.”</p><p><span>Bernard Shaw</span></p><p>Çoğu insanın düşüdür kendi işini kurmak ve o işte başarılı olmak.</p><ul><li>Uluslararası marka bilinilirliği,</li><li>Minimum sermaye,</li><li>Özgür çalışma saatleri,</li><li>İşinizi kolaylaştıracak müşteri takip yazılımı ve</li><li>20 yılda sektöre yüzü aşkın başarılı gayrimenkul danışmanı kazandırmış deneyimli liderler</li></ul><p>Büyük değişimlerin başladığı bu dönemde, kendi performansınıza göre kazancınızı belirleyebilme imkanının sunulduğu RE/MAX ABC ofisinde çalışmak ister misiniz?</p><p>Bu düşünce gücü ve girişimcilik modeli ile yola devam eden RE/MAX Gayrimenkul Danışmanlarından birisi olmak çok kolay.</p><p>Kararlı ve kendinize inanıyorsanız yapmanız gereken sadece bir adım atmak!</p><p>Unutmayın ki “Evren hareketi alkışlar düşünceyi değil…”</p><p></p><h2 class=""x_x_x_x_x_s-sub-title"">İstenen Yetenek ve Uzmanlıklar</h2><p class=""x_x_x_x_x_s-job-description""></p><p>Siz de aşağıdaki özellikleri taşıyorsanız “<span>bir girişimcisiniz</span>” demektir;</p><p>• Çevredeki problemleri tanımlamak ve çözüm yolları üretmek…</p><p>• Ne istediğini iyi bilmek…</p><p>• Her türlü zorluğa karşı direnmek…</p><p>• Her türlü riski göze almak…</p><p>• Kendine güvenmek…</p><p>• Kendini geliştirebilmek…</p><p>• Değişik fikirler ortaya sunabilmek…</p><p>• Ele geçirdiği fırsatları en iyi şekilde değerlendirebilmek…</p><p>25 yaşın üstündeyseniz</p><p>En az lise mezunuysanız</p><p></p>",İnşaat
3401358,Kreyn Opertörü,"<p>Bursa’da faaliyet gösteren firmamızda görevlendirmek üzere aşağıdaki niteliklere uygun&nbsp;&nbsp;“Kreyn Operatörü""&nbsp;arayışımız mevcuttur.<br></p><ul><li>Mesleki ve teknik liselerinden&nbsp;mezun,</li><li>Tercihen otomotiv sektöründe en az 2 yıl tecrübeli,</li><li>Almış olduğunu vinç belgesini ehliyet veya sertifikayla belgelendirebilecek,</li><li>Forklift ehliyeti olan ve aktif olarak kullanabilen,</li><li>Vardiyalı sistemde ve mesaili sistemde çalışabilecek,</li><li>Erkek adaylar için askerlik görevini yerine getirmiş.</li></ul><p>İŞ TANIMI</p><ul><li>Tavan vinci kullanmak, işletme içinde kalıp, makine, makine parçaları, rulo sac, levha sac kasa taşıması yapmak gerektiğinde yükleme boşaltma işlerini yapmak yönlendirmek yardım etmek.</li><li>Kalıp stok bölgesinin düzenli olmasını sağlamak.</li><li>Tezgahlara bağlanacak kalıpları stok bölgesinden çıkartarak hazırlamak.&nbsp;&nbsp;</li></ul><p><br></p><p>""İşe alım ve istihdamda değerlendirilen tek kriter işe uygunluktur.&nbsp;Herhangi bir ayrım&nbsp;yapılmaksızın tüm adaylara eşit fırsat sağlanmaktadır.""<br></p>",İnşaat
3401357,İnşaat Teknikeri,"<p><br></p><p>Şantiyede görevlendirilecek tecrübeli ""inşaat teknikeri"" alınacaktır.<br color="""">Kendi özgüveni olan</p><p>Analitik düşünebilen adayları bekliyoruz..<br></p>",İnşaat
